REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,Value
BEN,Benin,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.8
"BEN,Benin,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9.5"
BEN,Benin,WATER_SCARCITY,Water scarcity,,,IDX,Index,4.2
BEN,Benin,ZIKA,Zika,,,IDX,Index,8.6
BFA,Burkina Faso,AEDES,Aedes,,,IDX,Index,10.0
BFA,Burkina Faso,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,7.6
BFA,Burkina Faso,CHLD_HEALTH,Child health,,,IDX,Index,6.8
BFA,Burkina Faso,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.4
BFA,Burkina Faso,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.1
BFA,Burkina Faso,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,7.8
BFA,Burkina Faso,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.3
BFA,Burkina Faso,COMM_ASSETS,Communication assets,,,IDX,Index,8.4
BFA,Burkina Faso,DENGUE,Dengue,,,IDX,Index,9.7
BFA,Burkina Faso,EDUCATION,Education,,,IDX,Index,7
BFA,Burkina Faso,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
BFA,Burkina Faso,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.5
BFA,Burkina Faso,HEATWAVES,Heatwaves,,,IDX,Index,5.8
BFA,Burkina Faso,MALARIA,Malaria,,,IDX,Index,6.3
BFA,Burkina Faso,MAT_HEALTH,Maternal health,,,IDX,Index,7.4
BFA,Burkina Faso,POLLUTION_AIR,Air pollution,,,IDX,Index,10.0
BFA,Burkina Faso,POLLUTION_LEAD,Lead pollution,,,IDX,Index,10
BFA,Burkina Faso,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,3.3
BFA,Burkina Faso,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.2
"BFA,Burkina Faso,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,6.7"
BFA,Burkina Faso,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,6.2
BFA,Burkina Faso,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,5.6
BFA,Burkina Faso,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BFA,Burkina Faso,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.6
"BFA,Burkina Faso,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,10"
BFA,Burkina Faso,WATER_SCARCITY,Water scarcity,,,IDX,Index,9.7
BFA,Burkina Faso,ZIKA,Zika,,,IDX,Index,6.1
BGD,Bangladesh,AEDES,Aedes,,,IDX,Index,10.0
BGD,Bangladesh,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,7.6
BGD,Bangladesh,CHLD_HEALTH,Child health,,,IDX,Index,2.5
BGD,Bangladesh,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,6.4
BGD,Bangladesh,CHLD_NUTRITION,Child nutrition,,,IDX,Index,9.3
BGD,Bangladesh,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,5.1
BGD,Bangladesh,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,9.1
BGD,Bangladesh,COMM_ASSETS,Communication assets,,,IDX,Index,4.3
BGD,Bangladesh,DENGUE,Dengue,,,IDX,Index,10.0
BGD,Bangladesh,EDUCATION,Education,,,IDX,Index,4.8
BGD,Bangladesh,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
BGD,Bangladesh,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,10.0
BGD,Bangladesh,HEATWAVES,Heatwaves,,,IDX,Index,8.0
BGD,Bangladesh,MALARIA,Malaria,,,IDX,Index,7.2
BGD,Bangladesh,MAT_HEALTH,Maternal health,,,IDX,Index,7.5
BGD,Bangladesh,POLLUTION_AIR,Air pollution,,,IDX,Index,10.0
BGD,Bangladesh,POLLUTION_LEAD,Lead pollution,,,IDX,Index,10
BGD,Bangladesh,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.5
BGD,Bangladesh,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,9.4
"BGD,Bangladesh,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.9"
BGD,Bangladesh,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,4
BGD,Bangladesh,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,6.5
BGD,Bangladesh,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,5.5
BGD,Bangladesh,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,9.4
"BGD,Bangladesh,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,4.4"
BGD,Bangladesh,WATER_SCARCITY,Water scarcity,,,IDX,Index,6.8
BGD,Bangladesh,ZIKA,Zika,,,IDX,Index,9.4
BGR,Bulgaria,AEDES,Aedes,,,IDX,Index,0.0
BGR,Bulgaria,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.6
BGR,Bulgaria,CHLD_HEALTH,Child health,,,IDX,Index,1.8
BGR,Bulgaria,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.1
BGR,Bulgaria,CHLD_NUTRITION,Child nutrition,,,IDX,Index,4.1
BGR,Bulgaria,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,3.0
BGR,Bulgaria,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.1
BGR,Bulgaria,COMM_ASSETS,Communication assets,,,IDX,Index,2.8
BGR,Bulgaria,DENGUE,Dengue,,,IDX,Index,0.0
BGR,Bulgaria,EDUCATION,Education,,,IDX,Index,4.2
BGR,Bulgaria,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
BGR,Bulgaria,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.8
BGR,Bulgaria,HEATWAVES,Heatwaves,,,IDX,Index,7.7
BGR,Bulgaria,MALARIA,Malaria,,,IDX,Index,0.0
BGR,Bulgaria,MAT_HEALTH,Maternal health,,,IDX,Index,3.4
BGR,Bulgaria,POLLUTION_AIR,Air pollution,,,IDX,Index,5.4
BGR,Bulgaria,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.8
BGR,Bulgaria,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,3.6
BGR,Bulgaria,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,3.7
"BGR,Bulgaria,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.4"
BGR,Bulgaria,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,5.4
BGR,Bulgaria,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,5
BGR,Bulgaria,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BGR,Bulgaria,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.0
"BGR,Bulgaria,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.3"
BGR,Bulgaria,WATER_SCARCITY,Water scarcity,,,IDX,Index,6.6
BGR,Bulgaria,ZIKA,Zika,,,IDX,Index,0.0
BHR,Bahrain,AEDES,Aedes,,,IDX,Index,8.0
BHR,Bahrain,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.1
BHR,Bahrain,CHLD_HEALTH,Child health,,,IDX,Index,0.6
BHR,Bahrain,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.4
BHR,Bahrain,CHLD_NUTRITION,Child nutrition,,,IDX,Index,4.7
BHR,Bahrain,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.3
BHR,Bahrain,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,3.9
BHR,Bahrain,COMM_ASSETS,Communication assets,,,IDX,Index,2.8
BHR,Bahrain,DENGUE,Dengue,,,IDX,Index,6.6
BHR,Bahrain,EDUCATION,Education,,,IDX,Index,2.5
BHR,Bahrain,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
BHR,Bahrain,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,0.1
BHR,Bahrain,HEATWAVES,Heatwaves,,,IDX,Index,0.0
BHR,Bahrain,MALARIA,Malaria,,,IDX,Index,0.0
BHR,Bahrain,MAT_HEALTH,Maternal health,,,IDX,Index,4.9
BHR,Bahrain,POLLUTION_AIR,Air pollution,,,IDX,Index,7.5
BHR,Bahrain,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.4
BHR,Bahrain,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,0.0
BHR,Bahrain,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,1.9
"BHR,Bahrain,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.4"
BHR,Bahrain,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
BHR,Bahrain,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,3.9
BHR,Bahrain,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BHR,Bahrain,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,4.7
"BHR,Bahrain,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
BHR,Bahrain,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.9
BHR,Bahrain,ZIKA,Zika,,,IDX,Index,0.0
BIH,Bosnia and Herzegovina,AEDES,Aedes,,,IDX,Index,0.0
BIH,Bosnia and Herzegovina,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.0
BIH,Bosnia and Herzegovina,CHLD_HEALTH,Child health,,,IDX,Index,3.9
BIH,Bosnia and Herzegovina,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2.9
BIH,Bosnia and Herzegovina,CHLD_NUTRITION,Child nutrition,,,IDX,Index,2.5
BIH,Bosnia and Herzegovina,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.2
BIH,Bosnia and Herzegovina,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,3.8
BIH,Bosnia and Herzegovina,COMM_ASSETS,Communication assets,,,IDX,Index,3.0
BIH,Bosnia and Herzegovina,DENGUE,Dengue,,,IDX,Index,2.1
BIH,Bosnia and Herzegovina,EDUCATION,Education,,,IDX,Index,x
BIH,Bosnia and Herzegovina,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
BIH,Bosnia and Herzegovina,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.1
BIH,Bosnia and Herzegovina,HEATWAVES,Heatwaves,,,IDX,Index,7.1
BIH,Bosnia and Herzegovina,MALARIA,Malaria,,,IDX,Index,0.0
BIH,Bosnia and Herzegovina,MAT_HEALTH,Maternal health,,,IDX,Index,2.2
BIH,Bosnia and Herzegovina,POLLUTION_AIR,Air pollution,,,IDX,Index,5.1
BIH,Bosnia and Herzegovina,POLLUTION_LEAD,Lead pollution,,,IDX,Index,5
BIH,Bosnia and Herzegovina,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.9
BIH,Bosnia and Herzegovina,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.4
"BIH,Bosnia and Herzegovina,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.3"
BIH,Bosnia and Herzegovina,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.4
BIH,Bosnia and Herzegovina,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,3.4
BIH,Bosnia and Herzegovina,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BIH,Bosnia and Herzegovina,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.6
"BIH,Bosnia and Herzegovina,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.5"
BIH,Bosnia and Herzegovina,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
BIH,Bosnia and Herzegovina,ZIKA,Zika,,,IDX,Index,0.0
BLR,Belarus,AEDES,Aedes,,,IDX,Index,0.0
BLR,Belarus,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.2
BLR,Belarus,CHLD_HEALTH,Child health,,,IDX,Index,0.6
BLR,Belarus,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,1.5
BLR,Belarus,CHLD_NUTRITION,Child nutrition,,,IDX,Index,2.3
BLR,Belarus,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,1.3
BLR,Belarus,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.7
BLR,Belarus,COMM_ASSETS,Communication assets,,,IDX,Index,2.6
BLR,Belarus,DENGUE,Dengue,,,IDX,Index,0.0
BLR,Belarus,EDUCATION,Education,,,IDX,Index,0.9
BLR,Belarus,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
BLR,Belarus,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.6
BLR,Belarus,HEATWAVES,Heatwaves,,,IDX,Index,8.0
BLR,Belarus,MALARIA,Malaria,,,IDX,Index,0.0
BLR,Belarus,MAT_HEALTH,Maternal health,,,IDX,Index,1.7
BLR,Belarus,POLLUTION_AIR,Air pollution,,,IDX,Index,4.7
BLR,Belarus,POLLUTION_LEAD,Lead pollution,,,IDX,Index,5
BLR,Belarus,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,9.0
BLR,Belarus,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.5
"BLR,Belarus,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,2.2"
BLR,Belarus,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,0.6
BLR,Belarus,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,3.5
BLR,Belarus,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BLR,Belarus,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.0
"BLR,Belarus,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.5"
BLR,Belarus,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
BLR,Belarus,ZIKA,Zika,,,IDX,Index,0.0
BLZ,Belize,AEDES,Aedes,,,IDX,Index,7.2
BLZ,Belize,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.8
BLZ,Belize,CHLD_HEALTH,Child health,,,IDX,Index,1.6
BLZ,Belize,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.6
BLZ,Belize,CHLD_NUTRITION,Child nutrition,,,IDX,Index,4.8
BLZ,Belize,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.6
BLZ,Belize,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.9
BLZ,Belize,COMM_ASSETS,Communication assets,,,IDX,Index,4.7
BLZ,Belize,DENGUE,Dengue,,,IDX,Index,8.9
BLZ,Belize,EDUCATION,Education,,,IDX,Index,0.8
BLZ,Belize,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
BLZ,Belize,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.6
BLZ,Belize,HEATWAVES,Heatwaves,,,IDX,Index,3.1
BLZ,Belize,MALARIA,Malaria,,,IDX,Index,3.0
BLZ,Belize,MAT_HEALTH,Maternal health,,,IDX,Index,4.4
BLZ,Belize,POLLUTION_AIR,Air pollution,,,IDX,Index,4.2
BLZ,Belize,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3
BLZ,Belize,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,6.2
BLZ,Belize,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,4.8
"BLZ,Belize,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.0"
BLZ,Belize,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
BLZ,Belize,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,5.3
BLZ,Belize,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,6.2
BLZ,Belize,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.2
"BLZ,Belize,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.8"
BLZ,Belize,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
BLZ,Belize,ZIKA,Zika,,,IDX,Index,7.7
BOL,Bolivia (Plurinational State of),AEDES,Aedes,,,IDX,Index,7.0
BOL,Bolivia (Plurinational State of),CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.0
BOL,Bolivia (Plurinational State of),CHLD_HEALTH,Child health,,,IDX,Index,5
BOL,Bolivia (Plurinational State of),CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,4.8
BOL,Bolivia (Plurinational State of),CHLD_NUTRITION,Child nutrition,,,IDX,Index,4.2
BOL,Bolivia (Plurinational State of),CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,4.5
BOL,Bolivia (Plurinational State of),CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.5
BOL,Bolivia (Plurinational State of),COMM_ASSETS,Communication assets,,,IDX,Index,4.0
BOL,Bolivia (Plurinational State of),DENGUE,Dengue,,,IDX,Index,6.9
BOL,Bolivia (Plurinational State of),EDUCATION,Education,,,IDX,Index,1.9
BOL,Bolivia (Plurinational State of),FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
BOL,Bolivia (Plurinational State of),FLOODS_RIVERINE,Riverine floods,,,IDX,Index,6.5
BOL,Bolivia (Plurinational State of),HEATWAVES,Heatwaves,,,IDX,Index,7.2
BOL,Bolivia (Plurinational State of),MALARIA,Malaria,,,IDX,Index,5.6
BOL,Bolivia (Plurinational State of),MAT_HEALTH,Maternal health,,,IDX,Index,5.1
BOL,Bolivia (Plurinational State of),POLLUTION_AIR,Air pollution,,,IDX,Index,4.4
BOL,Bolivia (Plurinational State of),POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.6
BOL,Bolivia (Plurinational State of),POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,7.3
BOL,Bolivia (Plurinational State of),POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.7
"BOL,Bolivia (Plurinational State of),POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.1"
BOL,Bolivia (Plurinational State of),POV_INEQUITY,Poverty and Inequality,,,IDX,Index,6.9
BOL,Bolivia (Plurinational State of),SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,4.3
BOL,Bolivia (Plurinational State of),TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BOL,Bolivia (Plurinational State of),VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,6.5
"BOL,Bolivia (Plurinational State of),WASH,""Water, sanitation, and hygiene"",,,IDX,Index,6"
BOL,Bolivia (Plurinational State of),WATER_SCARCITY,Water scarcity,,,IDX,Index,4.9
BOL,Bolivia (Plurinational State of),ZIKA,Zika,,,IDX,Index,6.3
BRA,Brazil,AEDES,Aedes,,,IDX,Index,9.3
BRA,Brazil,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.3
BRA,Brazil,CHLD_HEALTH,Child health,,,IDX,Index,3.5
BRA,Brazil,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.2
BRA,Brazil,CHLD_NUTRITION,Child nutrition,,,IDX,Index,3.7
BRA,Brazil,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.4
BRA,Brazil,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.3
BRA,Brazil,COMM_ASSETS,Communication assets,,,IDX,Index,3.4
BRA,Brazil,DENGUE,Dengue,,,IDX,Index,9.4
BRA,Brazil,EDUCATION,Education,,,IDX,Index,0.2
BRA,Brazil,FLOODS_COASTAL,Coastal floods,,,IDX,Index,8.2
BRA,Brazil,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.5
BRA,Brazil,HEATWAVES,Heatwaves,,,IDX,Index,8.0
BRA,Brazil,MALARIA,Malaria,,,IDX,Index,7.5
BRA,Brazil,MAT_HEALTH,Maternal health,,,IDX,Index,2.4
BRA,Brazil,POLLUTION_AIR,Air pollution,,,IDX,Index,3.8
BRA,Brazil,POLLUTION_LEAD,Lead pollution,,,IDX,Index,7.1
BRA,Brazil,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.5
BRA,Brazil,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.9
"BRA,Brazil,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.9"
BRA,Brazil,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,10
BRA,Brazil,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,4.4
BRA,Brazil,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BRA,Brazil,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.8
"BRA,Brazil,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.2"
BRA,Brazil,WATER_SCARCITY,Water scarcity,,,IDX,Index,7.8
BRA,Brazil,ZIKA,Zika,,,IDX,Index,8.7
BRN,Brunei Darussalam,AEDES,Aedes,,,IDX,Index,8.7
BRN,Brunei Darussalam,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2.4
BRN,Brunei Darussalam,CHLD_HEALTH,Child health,,,IDX,Index,1
BRN,Brunei Darussalam,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.5
BRN,Brunei Darussalam,CHLD_NUTRITION,Child nutrition,,,IDX,Index,5.4
BRN,Brunei Darussalam,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,1.8
BRN,Brunei Darussalam,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,2.9
BRN,Brunei Darussalam,COMM_ASSETS,Communication assets,,,IDX,Index,2.4
BRN,Brunei Darussalam,DENGUE,Dengue,,,IDX,Index,8.4
BRN,Brunei Darussalam,EDUCATION,Education,,,IDX,Index,1.1
BRN,Brunei Darussalam,FLOODS_COASTAL,Coastal floods,,,IDX,Index,3.4
BRN,Brunei Darussalam,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2.8
BRN,Brunei Darussalam,HEATWAVES,Heatwaves,,,IDX,Index,0.0
BRN,Brunei Darussalam,MALARIA,Malaria,,,IDX,Index,0.8
BRN,Brunei Darussalam,MAT_HEALTH,Maternal health,,,IDX,Index,4.1
BRN,Brunei Darussalam,POLLUTION_AIR,Air pollution,,,IDX,Index,3.9
BRN,Brunei Darussalam,POLLUTION_LEAD,Lead pollution,,,IDX,Index,1.8
BRN,Brunei Darussalam,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,3.6
BRN,Brunei Darussalam,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,2.7
"BRN,Brunei Darussalam,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,2.4"
BRN,Brunei Darussalam,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
BRN,Brunei Darussalam,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,x
BRN,Brunei Darussalam,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BRN,Brunei Darussalam,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.1
"BRN,Brunei Darussalam,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
BRN,Brunei Darussalam,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.4
BRN,Brunei Darussalam,ZIKA,Zika,,,IDX,Index,7.2
BTN,Bhutan,AEDES,Aedes,,,IDX,Index,5.7
BTN,Bhutan,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.8
BTN,Bhutan,CHLD_HEALTH,Child health,,,IDX,Index,2.6
BTN,Bhutan,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,5.3
BTN,Bhutan,CHLD_NUTRITION,Child nutrition,,,IDX,Index,7.1
BTN,Bhutan,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,3.3
BTN,Bhutan,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.3
BTN,Bhutan,COMM_ASSETS,Communication assets,,,IDX,Index,3.7
BTN,Bhutan,DENGUE,Dengue,,,IDX,Index,6.4
BTN,Bhutan,EDUCATION,Education,,,IDX,Index,1.6
BTN,Bhutan,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
BTN,Bhutan,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,3.6
BTN,Bhutan,HEATWAVES,Heatwaves,,,IDX,Index,7.3
BTN,Bhutan,MALARIA,Malaria,,,IDX,Index,5.2
BTN,Bhutan,MAT_HEALTH,Maternal health,,,IDX,Index,6.2
BTN,Bhutan,POLLUTION_AIR,Air pollution,,,IDX,Index,8.8
BTN,Bhutan,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.8
BTN,Bhutan,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,0.8
BTN,Bhutan,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,2.4
"BTN,Bhutan,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.7"
BTN,Bhutan,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.3
BTN,Bhutan,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.1
BTN,Bhutan,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
BTN,Bhutan,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,5.4
"BTN,Bhutan,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,1.5"
BTN,Bhutan,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
BTN,Bhutan,ZIKA,Zika,,,IDX,Index,4.1
BWA,Botswana,AEDES,Aedes,,,IDX,Index,6.7
BWA,Botswana,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,4.8
BWA,Botswana,CHLD_HEALTH,Child health,,,IDX,Index,4.2
BWA,Botswana,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,5.5
BWA,Botswana,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.3
BWA,Botswana,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,5.0
BWA,Botswana,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.5
